date,horse_code,horse_id,horse_name,horse_number,incident,position_final,race_number
2024-02-04,J040,HK_2023_J040,BALLISTIC WIN,5,No report.,6,4
2024-02-04,H381,HK_2022_H381,I CAN,1,Approaching the 800 Metres was crowded.  A veterinary inspection immediately following the race did not show any significant findings.,7,4
2024-02-04,J004,HK_2023_J004,CHATER GOLD,7,"Shifted in shortly after the start and was bumped.  Approaching the 900 Metres commenced to race keenly and got its head up when being steadied away from BALLISTIC WIN.  Over the concluding stages raced tight to the inside of BALLISTIC WIN.  A veterinary inspection immediately following the race which included an endoscopic examination showed a substantial amount of blood in the horse’s trachea.  Before being allowed to race again, CHATER GOLD will be subjected to an official veterinary examination.",8,4
2024-02-04,E384,HK_2020_E384,KING OF THE COURT,14,"Near the 800 Metres was steadied when crowded between CALIFORNIATOTALITY and LUCKY GOLD which shifted out when being steadied away from GO HERO.   Noted to have bled from both nostrils after the race.  Before being allowed to race again, KING OF THE COURT will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination.",9,4
2024-02-04,H106,HK_2022_H106,GOLD TACK,9,Near the 700 Metres was steadied and shifted to the outside of GO HERO when that runner was giving ground.  A veterinary inspection immediately following the race which included an endoscopic examination showed a substantial amount of mucus in the horse’s trachea.,10,4
2024-02-04,H407,HK_2022_H407,KING OBERON,10,"After the race, L Ferraris advised that it was not his intention to lead, but after commencing well and when no other runner positioned to his inside was showing the intent to lead, he allowed KING OBERON to stride forward and cross runners to his inside and lead.",11,4
2024-02-04,H479,HK_2022_H479,CIRCUIT BLAZING,6,Jumped only fairly and then was crowded shortly after the start.  Near the 800 Metres was steadied away from KING OF THE COURT.,12,4
2024-02-04,E343,HK_2020_E343,HEARTY WISH,13,Crowded shortly after the start between CIRCUIT BLAZING which was taken out by CALIFORNIATOTALITY and SKY HEART which shifted in before being corrected by its rider H Bowman.,13,4
2024-02-04,H315,HK_2022_H315,GO HERO,12,"After the race, A Hamelin reported that near the 700 Metres he became concerned that there was something amiss with his mount when it commenced to give ground and as a result he eased it down from the event.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of GO HERO was considered unacceptable.  Before being allowed to race again, GO HERO will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",14,4
2024-02-07,H451,HK_2022_H451,LOVERO,1,"Near the 50 Metres shifted out, resulting in its rider Apprentice Y L Chung having to correct his mount.  Sent for sampling post-race.",1,5
2024-02-07,H207,HK_2022_H207,STURDY RUBY,10,"Had both hind plates adjusted in the saddling stalls, examined by the Veterinary Officer and passed suitable to race.  Jumped awkwardly.  When caught wide to the outside of AMAZING BOY was steadied and shifted behind that runner near the 1400 Metres to obtain cover.  For a short distance near the 150 Metres had difficulty obtaining clear running.  Sent for sampling post-race.",2,5
2024-02-07,E347,HK_2020_E347,WIN WIN FIGHTER,4,No report.,3,5
2024-02-07,H128,HK_2022_H128,DRAGON STAR,2,No report.,4,5
2024-02-07,H147,HK_2022_H147,GALVANIC,6,Near the 1300 Metres raced tight to the inside of MERCHANT PRINCE and as a consequence brushed the running rail.,5,5
2024-02-07,G312,HK_2021_G312,KASA PAPA,7,Near the 300 Metres was shifted to the inside of MERCHANT PRINCE to continue into clear running.  Over the concluding stages could not be fully ridden out to the finish when positioned close to LOVERO.,6,5
2024-02-07,D359,HK_2019_D359,GALLANT CROWN,3,No report.,7,5
2024-02-07,H268,HK_2022_H268,MERCHANT PRINCE,11,"On arrival at the Start, M L Yeung expressed concern with his mount’s action.  MERCHANT PRINCE was examined by the Veterinary Officer who, after the necessary consultations, said the horse was suitable to race.  When questioned, M L Yeung stated that from an inside barrier he was asked to ride MERCHANT PRINCE in a forward position and as a result after jumping awkwardly, he rode his mount along in accordance with his instructions. He said throughout the event MERCHANT PRINCE did not travel strongly and he had some concern with its action as it became unbalanced at various stages of the event.  He added that on pulling up he also expressed concern with his mount’s action.  Trainer J Richards confirmed that from an inside barrier he had asked Jockey Yeung to take up a forward position.  He said whilst MERCHANT PRINCE had received some farrier treatment in the lead up to tonight’s race, he was satisfied with its pre-race condition prior to the event.  A veterinary inspection immediately following the race did not show any significant findings.  Mr Richards was advised that MERCHANT PRINCE will be subjected to an official veterinary examination before being allowed to race again.",8,5
2024-02-07,D513,HK_2019_D513,AMAZING BOY,12,A veterinary inspection immediately following the race did not show any significant findings.,9,5
2024-02-07,G067,HK_2021_G067,REACH GOAL,8,Made contact with the left side of its barrier on jumping and then from the outside barrier was shifted across behind runners in the early stages.,10,5
2024-02-07,H471,HK_2022_H471,CHATEAU LE PECHE,5,Slow to begin and was crowded shortly after the start by GALLANT CROWN which shifted in despite the efforts of its rider.,11,5
2024-02-07,H488,HK_2022_H488,AMAZINGTEAMWORK,9,Jumped only fairly.,12,5
2024-02-07,H033,HK_2022_H033,EIGHTEEN PALMS,9,Sent for sampling post-race.,1,7
2024-02-07,H122,HK_2022_H122,TOURBILLON PRINCE,3,Sent for sampling post-race.,2,7
2024-02-07,E355,HK_2020_E355,ALL BEAUTY,5,From a wide barrier was shifted across behind runners in the early stages.  Making the Home Turn was held up behind ROCKET SPADE before shifting to that runner’s inside near the 300 Metres to secure clear running.,3,7
2024-02-07,H289,HK_2022_H289,AESTHETICISM,8,Jumped awkwardly.,4,7
2024-02-07,G204,HK_2021_G204,LUCKY EIGHT,4,Raced wide and without cover for the majority of the event.,5,7
2024-02-07,H342,HK_2022_H342,ABSOLUTE SUNSHINE,12,No report.,6,7
2024-02-07,H357,HK_2022_H357,U S S CONSTITUTION,10,No report.,7,7
2024-02-07,G374,HK_2021_G374,D STAR,11,"Prior to declaring weighed-in, the Stewards considered as to whether D STAR had been afforded a fair start.  After taking evidence from Apprentice Y L Chung and Starter, Mr A Speechley, the Stewards found that just prior to the start being effected D STAR turned its head to the outside and as a consequence was slow to begin.  As the Stewards were satisfied that D STAR turned its head to the outside just prior to the start being effected and was not being prevented from jumping by a starting gate handler, the horse had been afforded a fair start and was declared a runner.  Before being allowed to race again, D STAR will be required to perform satisfactorily in a barrier trial.",8,7
2024-02-07,G170,HK_2021_G170,ROCKET SPADE,2,"After the race, L Hewitson could offer no explanation for his mount’s performance.  A veterinary inspection immediately following the race did not show any significant findings.  Sent for sampling post-race.",9,7
2024-02-07,G120,HK_2021_G120,SIXTH GENERATION,7,"Jumped only fairly.  When giving ground near the 200 Metres raced tight to the inside of EIGHTEEN PALMS which lay in.  After the race, M Chadwick reported that with the early stages of the race run outside of standard time, SIXTH GENERATION raced keenly.  He said as a result he allowed SIXTH GENERATION to stride forward where it obtained the lead near the 600 Metres but failed to respond to his riding in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.",10,7
2024-02-07,E130,HK_2020_E130,LOYAL BABY,6,"Bumped at the start.  Near the 150  Metres shifted in abruptly, resulting in its rider A Hamelin having to stop riding and straighten his mount.  A veterinary inspection immediately following the race did not show any significant findings.",11,7
2024-02-07,G061,HK_2021_G061,EASON,1,Bumped at the start.,12,7
2024-02-04,H081,HK_2022_H081,BABY CRYSTAL,12,Sent for sampling post-race.,1,6
2024-02-04,J186,HK_2023_J186,STELLAR EXPRESS,4,Sent for sampling post-race.,2,6
2024-02-04,H412,HK_2022_H412,RUBYLOT,13,Was shifted across behind runners in the early stages.  Lay out over the final 200 Metres.,3,6
2024-02-04,E114,HK_2020_E114,PLEASANT ENDEAVOR,2,No report.,4,6
2024-02-04,H009,HK_2021_H009,PRINCE OF PORTY,10,Shortly after the start was steadied when crowded by SUPER COMMANDER.  Near the 150 Metres had difficulty obtaining clear running when improving into a tight run between CHEVAL VALIANT and FLYING HIGH.,5,6
2024-02-04,H391,HK_2022_H391,MA COMET,9,Jumped only fairly.  Near the 800 Metres was eased to avoid the heels of FLYING HIGH (H Bowman) which shifted out.  H Bowman was advised to exercise more care.  Near the 250 Metres was shifted to the inside of BABY CRYSTAL to improve and then lay in before being corrected by its rider Z Purton.,6,6
2024-02-04,H142,HK_2022_H142,VICTORY MOMENTS,7,Jumped awkwardly and was bumped.,7,6
2024-02-04,E204,HK_2020_E204,FLYING HIGH,1,Near the 250 Metres was steadied when crowded between SUPER COMMANDER which shifted out when giving ground and STELLAR EXPRESS (J McDonald) which shifted in.  J McDonald was reprimanded.,8,6
2024-02-04,E336,HK_2020_E336,CHEVAL VALIANT,8,"After the race, A Atzeni stated that whilst his mount was able to lead, CHEVAL VALIANT received some pressure in front and as a consequence did not finish the race off strongly although he was not unsatisfied with the horse’s performance.  A veterinary inspection immediately following the race did not show any significant findings.",9,6
2024-02-04,J051,HK_2023_J051,CALIFORNIA TOUCH,5,Jumped awkwardly and then was crowded shortly after the start between FORTUNE WHISKEY which shifted out and PRINCE OF PORTY which was taken in by SUPER COMMANDER.,10,6
2024-02-04,D350,HK_2019_D350,SUPER COMMANDER,14,No report.,11,6
2024-02-04,G451,HK_2021_G451,CALIFORNIA DEEPLY,3,After travelling a short distance was steadied away from PLEASANT ENDEAVOR which shifted in.  A veterinary inspection immediately following the race did not show any significant findings.,12,6
2024-02-04,J167,HK_2023_J167,ROMANTIC NOVELIST,11,No report.,13,6
2024-02-04,J153,HK_2023_J153,FORTUNE WHISKEY,6,Shortly after the start was steadied when crowded by PLEASANT ENDEAVOR which shifted out before being corrected by its rider Apprentice E C W Wong.,14,6
2024-02-07,H185,HK_2022_H185,WATCH BUDDY,4,Sent for sampling post-race.,1,8
2024-02-07,H203,HK_2022_H203,HEALTHY HEALTHY,5,Sent for sampling post-race.,2,8
2024-02-07,H366,HK_2022_H366,CHAMPION METHOD,9,No report.,3,8
2024-02-07,E300,HK_2020_E300,TORONADO PHANTOM,2,Shifted in shortly after the start despite the efforts of its rider and was bumped.,4,8
2024-02-07,H470,HK_2022_H470,GOLDEN DARCI,12,From the outside barrier was shifted across behind runners in the early stages.,5,8
2024-02-07,J137,HK_2023_J137,GLORIOUS JOURNEY,8,Made contact with the left side of its barrier on jumping and lost ground.,6,8
2024-02-07,H341,HK_2022_H341,STREET CONQUEROR,11,Bumped shortly after the start.  Lay in in the Home Straight.,7,8
2024-02-07,J154,HK_2023_J154,LEEDOX,7,"As the start was effected became fractious and as a result jumped awkwardly and lost ground.  After the race, Z Purton stated that his mount hung in in the Home Straight and proved difficult to ride out.",8,8
2024-02-07,G196,HK_2021_G196,ACE ONE,3,Raced wide and without cover for the majority of the event.  A veterinary inspection immediately following the race did not show any significant findings.,9,8
2024-02-07,H262,HK_2022_H262,CAPITAL DELIGHT,1,"Jumped awkwardly.  After the race, K Teetan stated that his mount settled towards the rear of the field to obtain cover and, in his opinion, was not suited by the pace of the event throughout the early and middle stages being run outside of standard time.  A veterinary inspection immediately following the race did not show any significant findings.",10,8
2024-02-07,H336,HK_2022_H336,ENFOLDED,10,From a wide barrier was shifted across behind runners in the early stages.  A veterinary inspection immediately following the race did not show any significant findings.,11,8
2024-02-07,H266,HK_2022_H266,NORTHERN BEACHES,6,"Jumped awkwardly and then was crowded shortly after the start.  After the race, L Hewitson reported that, in his opinion, NORTHERN BEACHES did not appreciate racing around Happy Valley circuit.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of NORTHERN BEACHES was considered to be disappointing as compared to its previous race starts.  Before being allowed to race again, NORTHERN BEACHES will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",12,8
2024-02-04,J170,HK_2023_J170,ILLUMINOUS,5,Slow to begin.  Held up for clear running between the 350 Metres and the 250 Metres.  Near the 100 Metres raced tight to the inside of YOUNG CHAMPION and was accidentally struck across the poll of the head by the whip of J McDonald (YOUNG CHAMPION) in this incident.  Sent for sampling post-race.,1,3
2024-02-04,J195,HK_2023_J195,YOUNG CHAMPION,3,Jumped only fairly.  Approaching the 400 Metres shifted to the outside of KA YING VICTORY to secure clear running and as a result made contact with NOT USUAL STAR.  Sent for sampling post-race.,2,3
2024-02-04,G396,HK_2021_G396,NOT USUAL STAR,2,Near the 400 Metres was bumped by YOUNG CHAMPION.,3,3
2024-02-04,H036,HK_2022_H036,I GIVE,1,No report.,4,3
2024-02-04,E467,HK_2020_E467,ORIENTAL SMOKE,8,No report.,5,3
2024-02-04,G334,HK_2021_G334,MIDORI BEAUTY,10,Slow to begin.,6,3
2024-02-04,J140,HK_2023_J140,PRAWNS ELEVEN,7,Near the 300 Metres attempted a narrow run to the inside of I GIVE but was steadied when disappointed for the run.,7,3
2024-02-04,H287,HK_2022_H287,KA YING VICTORY,6,"Near the 150 Metres, when giving ground, was steadied when crowded between I GIVE which shifted out and ILLUMINOUS which improved into a narrow run to the inside of YOUNG CHAMPION and as a result shifted in slightly.  After the race, Z Purton stated that his mount failed to respond to his riding in the Home Straight and he had some concern with the manner in which KA YING VICTORY had pulled up following the event.  A veterinary inspection immediately following the race did not show any significant findings.  Before being allowed to race again, KA YING VICTORY will be subjected to an official veterinary examination.  Sent for sampling post-race.",8,3
2024-02-04,G343,HK_2021_G343,EXCELLENT FIGHTER,4,"Bumped on jumping.  After the race, M Barzalona reported that after travelling wide but with cover, he placed his mount under pressure in the Home Straight where it failed to respond to his riding.  A veterinary inspection immediately following the race did not show any significant findings.",9,3
2024-02-04,H169,HK_2022_H169,KA YING POWER,9,Bumped on jumping.  Raced wide and without cover for the majority of the event.,10,3
2024-02-07,G030,HK_2021_G030,UNITED ENDEAVORS,7,Sent for sampling post-race.,1,1
2024-02-07,G255,HK_2021_G255,BRILLIANT PIONEER,9,Near the 550 Metres shifted out and made contact with BIG TWO.  Sent for sampling post-race.,2,1
2024-02-07,E310,HK_2020_E310,BIG TWO,4,Jumped only fairly and then was checked when crowded between SUPER HORNET and DASHING GLORY which was taken out by BRILLIANT PIONEER which shifted out before being corrected by its rider K Teetan.  Bumped near the 550 Metres.,3,1
2024-02-07,E100,HK_2020_E100,STORMTROUPER,1,Jumped only fairly.  From the 200 Metres until the 100 Metres had difficulty obtaining clear running between VIVA A LA and YOUNG HORIZON.,4,1
2024-02-07,E494,HK_2020_E494,CHARMING STEED,8,No report.,5,1
2024-02-07,G282,HK_2021_G282,VIVA A LA,11,No report.,6,1
2024-02-07,G272,HK_2021_G272,YOUNG HORIZON,3,Jumped awkwardly and then raced keenly in the early stages.,7,1
2024-02-07,G470,HK_2021_G470,NICE BIRDIE,2,In the early stages was caught wide and without cover when DASHING GLORY improved to its inside and as a result was shifted across behind runners to obtain cover near the 1400 Metres.  Near the 100 Metres was held up for clear running between YOUNG HORIZON and SUPER HORNET and made contact with SUPER HORNET approaching the finish.  A veterinary inspection immediately following the race did not show any significant findings.,8,1
2024-02-07,G043,HK_2021_G043,SUPER HORNET,12,Bumped on the hindquarters shortly after the start.  Bumped approaching the finish.,9,1
2024-02-07,H248,HK_2022_H248,REGENCY HAPPY STAR,6,"Blundered shortly after the start.  Near the 450 Metres was shifted to the inside of the weakening DASHING GLORY to continue into clear running.  After the race, Z Purton could offer no excuse for his mount’s disappointing performance.  A veterinary inspection immediately following the race did not show any significant findings.  Sent for sampling post-race.",10,1
2024-02-07,E487,HK_2020_E487,CIRCUIT ELITE,5,A veterinary inspection immediately following the race did not show any significant findings.,11,1
2024-02-07,G397,HK_2021_G397,DASHING GLORY,10,"Crowded at the start.  Near the 1500 Metres improved to the inside of NICE BIRDIE and then raced tight to the inside of that runner for a short distance thereafter and as a result made contact with NICE BIRDIE.  When questioned, K De Melo stated that with the horse stepping up to 1650 Metres tonight, he was asked to take up a forward position on his mount.  He said although DASHING GLORY jumped only fairly, he rode his mount along in the early stages to comply with his instructions which resulted in DASHING GLORY being able to obtain a position outside the lead near the 1000 Metres.  He added approaching the Home Turn he felt something may be amiss with DASHING GLORY as it hung in and as a result he eased it down from the event.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of DASHING GLORY, which finished tailed out, was considered unacceptable.  Before being allowed to race again, DASHING GLORY will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination which must include additional diagnostic assessments.",12,1
2024-02-12,D075,HK_2019_D075,HAPPY TANGO,10,Sent for sampling post-race.,1,1
2024-02-12,H119,HK_2022_H119,GREAT DAYS,12,Jumped awkwardly.  Sent for sampling post-race.,2,1
2024-02-12,G384,HK_2021_G384,RATTAN WORLD,4,Sent for sampling post-race.,3,1
2024-02-12,H304,HK_2022_H304,E GLORY,1,Bumped after the 400 Metres.,4,1
2024-02-12,D281,HK_2019_D281,MILLENNIUM FALCON,13,Raced keenly in the middle stages.,5,1
2024-02-12,G168,HK_2021_G168,GET THE MONIES,9,"Over the concluding stages was held up for clear running when improving into a narrow run between E GLORY and SWEET DIAMOND, both of which shifted ground.",6,1
2024-02-12,G443,HK_2021_G443,DEVIL AND GOLD,14,"Jumped only fairly, was then crowded shortly after the start and became unbalanced.",7,1
2024-02-12,G063,HK_2021_G063,SWEET DIAMOND,7,No report.,8,1
2024-02-12,G109,HK_2021_G109,TIMESTORM,8,Raced wide and without cover for the majority of the event.,9,1
2024-02-12,G025,HK_2021_G025,THE GOOD DEAL,3,After the 400 Metres was bumped by E GLORY which shifted out to improve.,10,1
2024-02-12,G423,HK_2021_G423,EASY TWO,11,Approaching the 600 Metres got its head up when being steadied away from MILLENNIUM FALCON.,11,1
2024-02-12,B456,HK_2017_B456,SMART LEADER,6,"After travelling a short distance was bumped by DEVIL AND GOLD and became unbalanced.  After the race, K De Melo reported that his mount travelled well when positioned towards the rear of the field but failed to respond to his riding in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.",12,1
2024-02-12,G411,HK_2021_G411,BAYVIEW STAR,2,Slow to begin.,13,1
2024-02-12,G422,HK_2021_G422,HERO ICON,5,"Shortly after the start was steadied when crowded by HAPPY TANGO (Apprentice Y L Chung) which shifted in before being corrected.  Apprentice Chung was advised to exercise more care.  Raced wide and without cover for the majority of the event.  After the race, L Ferraris stated that after being crowded shortly after the start his mount settled further back than intended, failed to travel throughout the event and raced in a disappointing manner.  A veterinary inspection immediately following the race did not show any significant findings.",14,1
2024-02-12,G278,HK_2021_G278,NOBLE ONE,,"Withdrawn on 11.2.24 by order of the Stewards acting on veterinary advice (lame left hind) and replaced by Standby Declared Starter BAYVIEW STAR.  Before being allowed to race again, NOBLE ONE will be subjected to an official veterinary examination.",WV,1
2024-02-12,E403,HK_2020_E403,TSUEN WAN GLORY,13,Jumped awkwardly and was bumped.  From the 400 Metres until approaching the 150 Metres was held up for clear running.  Sent for sampling post-race.,1,2
2024-02-12,H306,HK_2022_H306,AFFIRM,1,Sent for sampling post-race.,2,2
2024-02-12,G477,HK_2021_G477,SMART BEAUTY,12,Bumped on jumping.  Passing the 100 Metres was held up for clear running between TSUEN WAN GLORY and SONIC BOOM.,3,2
2024-02-12,G414,HK_2021_G414,BEAT HOLLOW,2,Sent for sampling post-race.,4,2
2024-02-12,G276,HK_2021_G276,MASTER OF LUCK,11,No report.,5,2
2024-02-12,H144,HK_2022_H144,SONIC BOOM,7,Jumped only fairly.  Bumped near the 100 Metres.,6,2
2024-02-12,E328,HK_2020_E328,COMPULSORY,14,Near the 400 Metres was steadied and shifted to the inside of KASI FARASI to secure clear running.  Inside the 50 Metres was checked when it improved up on the heels of SONIC BOOM.,7,2
2024-02-12,B385,HK_2017_B385,KASI FARASI,3,Bumped at the start.,8,2
2024-02-12,G181,HK_2021_G181,SPEEDSTAR,4,No report.,9,2
2024-02-12,G395,HK_2021_G395,DRAGON DELIGHT,9,"Bumped on jumping.  After the race, K Teetan could offer no explanation for his mount’s disappointing performance.  A veterinary inspection immediately following the race did not show any significant findings.",10,2
2024-02-12,G015,HK_2021_G015,NORDIC COMBINED,8,From a wide barrier was shifted across behind runners in the early stages.,11,2
2024-02-12,H189,HK_2022_H189,DIAMOND DIAMOND,5,"Passing the 800 Metres struck the heels of KASI FARASI when that runner was being steadied and as a result blundered, became unbalanced and lost ground.  Briefly held up behind DRAGON DELIGHT making the Home Turn.  After the race, C L Chau reported that after striking heels passing the 800 Metres his mount was able to rebalance where it travelled satisfactorily thereafter.  He added that DIAMOND DIAMOND failed to respond to his riding in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.",12,2
2024-02-12,H145,HK_2022_H145,MULAN,6,Jumped only fairly.  Passing the 800 Metres was taken wider by DIAMOND DIAMOND and became unbalanced.  Near the 400 Metres was bumped by DIAMOND DIAMOND.,13,2
2024-02-12,D136,HK_2019_D136,APEX TOP,10,"Raced wide and without cover for the majority of the event.  After the race, L Ferraris stated that he felt that there was something amiss with his mount when it gave ground near the 200 Metres and therefore he desisted from riding it out to the finish of the event.  A veterinary inspection immediately following the race revealed that the horse was displaying an irregular heart rhythm.  Before being allowed to race again, APEX TOP will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination.",14,2
2024-02-12,E234,HK_2020_E234,PARTERRE,1,Sent for sampling post-race.,1,3
2024-02-12,H485,HK_2022_H485,PATCH OF THETA,3,"Leaving the 900 Metres was steadied away from URBAN TRIUMPH.  When questioned, K De Melo stated that he had anticipated taking up a midfield position, but when caught wide in the early stages and when there was interference to his inside approaching the first turn, he elected to come back to obtain cover.  When questioned regarding his riding making the Home Turn and as to whether there was an opportunity to improve to the outside of GOLDEN LINK sooner than what he did, K De Melo stated that as GOLDEN LINK had been inclined to shift ground, he was reluctant to commit to improve past that runner until he was sure his mount would secure clear running.  He added after the 500 Metres when GOLDEN LINK shifted in, he then immediately elected to shift to that runner’s outside where he was able to secure clear running on straightening and PATCH OF THETA ran home strongly.  The Stewards found the tactics adopted by Jockey De Melo were reasonable in the circumstances.  Sent for sampling post-race.",2,3
2024-02-12,H440,HK_2022_H440,SPICY GOLD,10,"Whilst proceeding to the starting gates, L Ferraris was dislodged without incident before remounting SPICY GOLD.  Near the 850 Metres, when racing keenly, was steadied to avoid PARTERRE (L Hewitson) which shifted in when not quite clear.  L Hewitson was advised to exercise more care.",3,3
2024-02-12,G285,HK_2021_G285,JAZZ CLUB,14,No report.,4,3
2024-02-12,H378,HK_2022_H378,SIGHT VICTORY,12,Towards the finish of the event lay out towards SPICY GOLD and was unbalanced for a short distance.,5,3
2024-02-12,J025,HK_2023_J025,SUPER GLORY,8,No report.,6,3
2024-02-12,G211,HK_2021_G211,EASY SNIP,2,Crowded on jumping.,7,3
2024-02-12,J024,HK_2023_J024,MASTER MASTERMIND,6,"Jumped only fairly and then was crowded shortly after the start.  Approaching the 1100 Metres, when being shifted in, Z Purton dropped his right rein for a short distance before regathering it.  Approaching the 900 Metres was bumped by URBAN TRIUMPH which shifted in.  As a result, MASTER MASTERMIND commenced to race keenly and was steadied away from JAZZ CLUB and ran wide making the turn approaching the 800 Metres.  A veterinary inspection immediately following the race found that horse to have bled from both nostrils.  The racing manners of MASTER MASTERMIND were also considered unacceptable.  Before being allowed to race again, MASTER MASTERMIND will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination.  Sent for sampling post-race.",8,3
2024-02-12,J100,HK_2023_J100,MARIO,5,Jumped only fairly.  Over the concluding stages could not be ridden out when being steadied away from SIGHT VICTORY which shifted in.,9,3
2024-02-12,H448,HK_2022_H448,PACKING WISHER,7,"Jumped only fairly.  Near the 900 Metres commenced to race keenly and hung in, resulting in its rider K Teetan having to correct his mount.",10,3
2024-02-12,D222,HK_2019_D222,GOLDEN LINK,9,Raced wide and without cover until near the 700 Metres.,11,3
2024-02-12,H476,HK_2022_H476,PATCH OF WATCH,11,Bumped on jumping.  A veterinary inspection immediately following the race did not show any significant findings.,12,3
2024-02-12,H200,HK_2022_H200,URBAN TRIUMPH,13,Shortly after the start shifted out and then made contact with PATCH OF WATCH and became unbalanced.  Leaving the 1000 Metres blundered when being steadied and then commenced to race keenly thereafter and got its head up when being steadied away from PATCH OF WATCH.  A short distance later was hampered when taken wider by MASTER MASTERMIND and as a result lost ground.,13,3
2024-02-12,J101,HK_2023_J101,FUNG,4,Bumped shortly after the start.  Raced greenly in the early stages and near the 1000 Metres was steadied to avoid GOLDEN LINK (Apprentice E C W Wong) which shifted in when not quite clear.  Apprentice Wong was advised to exercise more care.  Leaving the 1000 Metres was steadied to avoid URBAN TRIUMPH when that runner shifted out.  A veterinary inspection immediately following the race did not show any significant findings.,14,3
2024-02-07,J164,HK_2023_J164,SUPER JOY N FUN,6,Sent for sampling post-race.,1,4
2024-02-07,H377,HK_2022_H377,BEAUTY INFINITY,1,Sent for sampling post-race.,2,4
2024-02-07,G389,HK_2021_G389,BEAU GOSSE,12,Near the 950 Metres lay out when racing tight to the inside of TRAVEL GOLF and as a result was steadied away from the heels of that runner.,3,4
2024-02-07,H063,HK_2022_H063,TRAVEL GOLF,3,Over the final 150 Metres lay in and proved difficult to ride out.,4,4
2024-02-07,H233,HK_2022_H233,NORTHERN BEAST,10,No report.,5,4
2024-02-07,H425,HK_2022_H425,BRAVE WITNESS,8,Approaching the 1000 Metres was crowded by TRAVEL GOLF which shifted in and away from SUPER JOY N FUN despite the efforts of its rider B Avdulla to prevent his mount from shifting in.,6,4
2024-02-07,H201,HK_2022_H201,PO ON WAY,11,No report.,7,4
2024-02-07,G292,HK_2021_G292,OUR LUCKY GLORY,2,No report.,8,4
2024-02-07,H358,HK_2022_H358,YOUTH POWER,4,Jumped only fairly and shortly after the start was crowded by OUR LUCKY GLORY which shifted out and away from SUPER JOY N FUN.  YOUTH POWER was then shifted across behind runners in the early stages from a wide barrier.  A veterinary inspection immediately following the race did not show any significant findings.,9,4
2024-02-07,D507,HK_2019_D507,DIVINE ERA,9,"After the race, K Teetan reported that he attempted to allow SUPER JOY N FUN to cross his mount in the middle stages to obtain cover, however, DIVINE ERA raced too keenly and as a result maintained its position to the inside of that runner.  He added DIVINE ERA failed to respond to his riding in the Home Straight and gave ground.  A veterinary inspection immediately following the race did not show any significant findings.",10,4
2024-02-07,J041,HK_2023_J041,RUNNING BOY,5,"Jumped awkwardly and then from a wide barrier was shifted across behind runners in the early stages.  After the race, K De Melo reported that his mount, which was having its first race start, raced greenly throughout the event.",11,4
2024-02-07,H295,HK_2022_H295,JOYFUL FRIENDSHIP,7,"When being shifted across behind runners from the outside barrier in the early stages commenced to race ungenerously, got its head up and became unbalanced.",12,4
2024-02-12,J026,HK_2023_J026,VOYAGE SAMURAI,9,Sent for sampling post-race.,1,6
2024-02-12,G128,HK_2021_G128,SMILING COLLECTOR,11,"Near the 800 Metres was momentarily crowded by GOLDEN RISE which, when being steadied away from BONUS PAL, then lay in and crowded SMILING COLLECTOR despite the efforts of its rider Z Purton.  Sent for sampling post-race.",2,6
2024-02-12,H388,HK_2022_H388,VOLCANIC SPARK,6,No report.,3,6
2024-02-12,J119,HK_2023_J119,INVINCIBLE LUCKY,8,From a wide barrier was shifted across behind runners in the early stages.  Between the 400 Metres and the 300 Metres had difficulty obtaining clear running.,4,6
2024-02-12,H242,HK_2022_H242,GOLDEN RISE,3,Raced wide and without cover for the majority of the event.  Sent for sampling post-race.,5,6
2024-02-12,H180,HK_2022_H180,MR GOOD VIBES,14,Bumped on the hindquarters shortly after the start and became unbalanced.  When placed under pressure over the final 200 Metres lay out and proved difficult to ride out to the finish of the event.,6,6
2024-02-12,H382,HK_2022_H382,DOUBLE WIN,7,"Jumped only fairly.  After the race, C L Chau could offer no excuse for his mount’s disappointing performance.  A veterinary inspection immediately following the race did not show any significant findings.",7,6
2024-02-12,G465,HK_2021_G465,FORERUNNER,5,No report.,8,6
2024-02-12,H065,HK_2022_H065,WINNING HEART,12,Shortly after the start was badly crowded for room between MR GOOD VIBES and SETANTA which was taken in by BONUS PAL which shifted in despite the efforts of its rider K Teetan.  Near the 250 Metres became held up behind DOUBLE WIN and did not obtain clear running until the 100 Metres.,9,6
2024-02-12,H360,HK_2022_H360,BONUS PAL,2,Near the 850 Metres was steadied away from DOUBLE WIN (C L Chau) which shifted in when not clear.  C L Chau was reprimanded.  Near the 100 Metres was directed away from DOUBLE WIN when that runner shifted out slightly.,10,6
