date,horse_code,horse_id,horse_name,horse_number,incident,position_final,race_number
2023-10-25,G029,HK_2021_G029,JUBILATION,7,Sent for sampling post-race.,1,1
2023-10-25,G279,HK_2021_G279,M M NEBULA,2,Noted to have blood in its mouth on arrival at the Start.  Examined by the Veterinary Officer and passed suitable to race.  Sent for sampling post-race.,2,1
2023-10-25,H022,HK_2022_H022,STARSHIP EIGHTY,11,From the outside barrier was shifted across behind runners in the early stages.,3,1
2023-10-25,E409,HK_2020_E409,GREEN LASER,12,Bumped on the hindquarters shortly after the start.,4,1
2023-10-25,D157,HK_2019_D157,SUN OF MAKFI,5,"After the race, Z Purton could offer no excuse for his mount’s performance.  A veterinary inspection immediately following the race did not show any significant findings.  Sent for sampling post-race.",5,1
2023-10-25,G301,HK_2021_G301,COLOURFUL BARON,6,No report.,6,1
2023-10-25,E151,HK_2020_E151,CHIRON,8,Jumped only fairly.,7,1
2023-10-25,D070,HK_2019_D070,DAILY BEAUTY,9,Bumped at the start and then shortly after was steadied when crowded.,8,1
2023-10-25,E316,HK_2020_E316,STAR OF GLORY,10,Jumped awkwardly.  Raced wide and without cover for the majority of the event.,9,1
2023-10-25,G470,HK_2021_G470,NICE BIRDIE,3,"After the race, C L Chau reported that his mount came under pressure from the 600 Metres and failed to finish the race off.  A veterinary inspection immediately following the race did not show any significant findings.",10,1
2023-10-25,H261,HK_2022_H261,HAPPIHOOD,1,Passing the 1500 Metres raced tight for a short distance to the inside of STAR OF GLORY.,11,1
2023-10-25,H107,HK_2022_H107,CASA SACRED,4,"Bumped on jumping.  The performance of CASA SACRED, which finished tailed out on the second consecutive occasion, was considered unacceptable.  Before being allowed to race again, CASA SACRED will be required to perform to the satisfaction of the Stewards in a series of consecutive barrier trials and be subjected to an official veterinary examination.  A veterinary inspection immediately following the race did not show any significant findings.",12,1
2023-10-25,G042,HK_2021_G042,ALL IS READY,11,Crowded on jumping.  Sent for sampling post-race.,1,2
2023-10-25,D231,HK_2019_D231,DAY DAY RICH,10,Sent for sampling post-race.,2,2
2023-10-25,G004,HK_2021_G004,VAMOS,3,No report.,3,2
2023-10-25,E138,HK_2020_E138,NOIR RIDER,12,Slow to begin.,4,2
2023-10-25,E270,HK_2020_E270,TURBO POWER,9,Shortly after the start raced tight between ALL IS READY and SWEET DIAMOND which shifted out slightly.,5,2
2023-10-25,D338,HK_2019_D338,LUCKY RUBY,7,"When questioned, Z Purton could offer no excuse for his mount’s performance.  A veterinary inspection immediately following the race did not show any significant findings.<26/10/2023 Additional Veterinary Reports>LUCKY RUBY, which performed disappointingly, was examined by the Veterinary Officer who said at that time there were no significant findings. LUCKY RUBY was again examined by the Veterinary Officer at the stables of Trainer K L Man this morning. He said at this time he noted the horse to be lame in both front legs. Before being allowed to race again, LUCKY RUBY will be subjected to an official veterinary examination.",6,2
2023-10-25,G063,HK_2021_G063,SWEET DIAMOND,1,No report.,7,2
2023-10-25,E376,HK_2020_E376,GENERAL WINNER,6,Slow to begin.  Despite being ridden along in the early stages failed to show sufficient pace to take up a more forward position.,8,2
2023-10-25,G414,HK_2021_G414,BEAT HOLLOW,8,Shortly after the start was crowded by CRAIG’S MASTER which lay out.  A veterinary inspection immediately following the race did not show any significant findings.,9,2
2023-10-25,G203,HK_2021_G203,SPICY SO SMART,2,"Near the 250 Metres, when giving ground, was steadied away from NOIR RIDER which shifted to the outside of LUCKY RUBY to secure clear running.  Raced wide and without cover for the majority of the event.  A veterinary inspection immediately following the race did not show any significant findings.",10,2
2023-10-25,E255,HK_2020_E255,FIGHTING STAR,5,Raced wide and without cover for the majority of the event.  A veterinary inspection immediately following the race did not show any significant findings.,11,2
2023-10-25,G440,HK_2021_G440,CRAIG'S MASTER,4,"Lay out shortly after the start.  After the race, A Hamelin reported that with blinkers on for the first time, he was instructed to endeavour to hold a more forward position.  He said from the 500 Metres CRAIG’S MASTER came under pressure and when he had concern with its action in the Home Straight, he desisted from riding his mount out to the finish of the event.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of CRAIG’S MASTER, which finished tailed out, was considered unacceptable.  Before being allowed to race again, CRAIG’S MASTER will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",12,2
2023-10-25,E383,HK_2020_E383,MISSION BRAVO,7,Sent for sampling post-race.,1,3
2023-10-25,G354,HK_2021_G354,LUCKY BANNER,5,Sent for sampling post-race.,2,3
2023-10-25,E400,HK_2020_E400,ASIAN ONE,11,Jumped only fairly.,3,3
2023-10-25,G303,HK_2021_G303,BILLIONAIRE SECRET,1,"After being placed in the barriers reared and had its left front leg momentarily cast over the partition.  Removed from the barriers, examined by the Veterinary Officer and passed suitable to race.  Before being allowed to race again, BILLIONAIRE SECRET will be required to perform satisfactorily in a stalls test.  Making the turn near the 600 Metres lay out and became awkwardly placed behind ALL ARE MINE.  Then continued to lay out in the middle stages.",4,3
2023-10-25,G220,HK_2021_G220,BOOM ALLIANCE,12,Near the 800 Metres commenced to race keenly and was steadied away from DARCI LEGEND.,5,3
2023-10-25,H293,HK_2022_H293,ALL ARE MINE,3,Jumped only fairly and then from a wide barrier was shifted across behind runners in the early stages.,6,3
2023-10-25,H271,HK_2022_H271,MORE RICE,6,No report.,7,3
2023-10-25,G054,HK_2021_G054,FORTUNE PRESIDENT,10,"Removed from the barriers, examined by the Veterinary Officer after being in the adjacent stall to EVER BLESSING when that runner reared over and became cast underneath the gates, and passed suitable to race.  Made contact with the left side of its barrier on jumping.  Raced wide and without cover for the majority of the event.",8,3
2023-10-25,E480,HK_2020_E480,GALLANT HERO,2,From the outside barrier was shifted across behind runners in the early stages.,9,3
2023-10-25,G256,HK_2021_G256,COPARTNER FIONN,14,From a wide barrier was shifted across behind runners in the early stages.  Near the 200 Metres was directed to the outside of runners to continue into clear running.,10,3
2023-10-25,G376,HK_2021_G376,DARCI LEGEND,13,No report.,11,3
2023-10-25,G462,HK_2021_G462,RELIABLE PROFIT,9,"After the race, C L Chau stated that, from a wide barrier, his mount settled in a midfield position but found it difficult to make up ground when placed under pressure in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.",12,3
2023-10-25,G372,HK_2021_G372,YEABOI,4,A veterinary inspection immediately following the race did not show any significant findings.,13,3
2023-10-25,H187,HK_2022_H187,EVER BLESSING,8,"Reared over in the gates after being loaded and then became cast underneath the gates.  Examined by the Veterinary Officer who said the horse had injured its back and head and as such was not suitable to race.  Acting on this advice, EVER BLESSING was withdrawn by order of the Stewards.  Before being allowed to race again, EVER BLESSING will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination.",WV-A,3
2023-10-25,C287,HK_2018_C287,RED DESERT,8,Approaching the 250 Metres improved into a tight run between SMART FOLKS and COLOURFUL PRINCE and made contact with SMART FOLKS.  Sent for sampling post-race.,1,4
2023-10-25,E418,HK_2020_E418,COLOURFUL PRINCE,6,Jumped awkwardly.  Sent for sampling post-race.,2,4
2023-10-25,H283,HK_2022_H283,DAILY TROPHY,12,No report.,3,4
2023-10-25,H425,HK_2022_H425,BRAVE WITNESS,5,Jumped only fairly.,4,4
2023-10-25,D343,HK_2019_D343,SMART FOLKS,9,Bumped approaching the 250 Metres.,5,4
2023-10-25,E013,HK_2020_E013,LUCKY FUN,10,From a wide barrier was shifted across behind runners in the early stages.  For some distance approaching the 150 Metres was held up for clear running behind BRAVE WITNESS.,6,4
2023-10-25,D429,HK_2019_D429,MAN STAR,2,A veterinary inspection immediately following the race did not show any significant findings.,7,4
2023-10-25,G166,HK_2021_G166,HAPPY FAT CAT,1,"After the race, Apprentice Y L Chung stated that he was unable to hold the lead on HAPPY FAT CAT and this was, in his opinion, the reason for his mount’s disappointing performance.  A veterinary inspection immediately following the race did not show any significant findings.",8,4
2023-10-25,H070,HK_2022_H070,SAMARKAND,7,From the outside barrier was attempted to be shifted across behind runners in the early stages.  Was obliged to race wide and without cover for the majority of the event and making the turn after the 700 Metres hung out.,9,4
2023-10-25,G456,HK_2021_G456,SUPER FAST DRAGON,11,"Crowded shortly after the start.  After the race, A Badel stated that his instructions were not to go forward on his mount, but after being caught wide in the early stages, he elected to ride his mount forward where SUPER FAST DRAGON was obliged to race wide and without cover for the majority of the event.",10,4
2023-10-25,E266,HK_2020_E266,E BROTHER,3,"After the race, M Chadwick stated that his mount jumped only fairly and despite riding it along in the early stages settled back in the field.  A veterinary inspection immediately following the race did not show any significant findings.",11,4
2023-10-25,G318,HK_2021_G318,STAND UP,4,Passing the 700 Metres was steadied away from SUPER FAST DRAGON (A Badel) which shifted in when not quite clear.  A Badel was advised to exercise more care.  A veterinary inspection immediately following the race found that horse to have bled from both nostrils.,12,4
2023-10-25,H054,HK_2022_H054,JOY IN JOY,,"Withdrawn on 24.10.23 by order of the Stewards acting on veterinary advice (lame left fore) and replaced by Standby Declared Starter DAILY TROPHY.  Before being allowed to race again, JOY IN JOY will be subjected to an official veterinary examination",WV,4
2023-10-22,E157,HK_2020_E157,GLUCK RACER,8,"After being placed into the barriers and being positioned next to CHARMING STEED, was examined by the Veterinary Officer to ascertain if the horse had sustained any injury due to CHARMING STEED getting the right front leg over into its barrier stall.  When CHARMING STEED was being removed from the barriers, it became entangled in the reins of GLUCK RACER which resulted in that gear being replaced before the start.  Was examined by the Veterinary Officer and passed suitable to race.  Sent for sampling post-race.",1,1
2023-10-22,D371,HK_2019_D371,FORTUNE MASTER,12,Badly crowded on jumping.  Sent for sampling post-race.,2,1
2023-10-22,E457,HK_2020_E457,PROSECCO,2,Bumped on the hindquarters shortly after the start.  Sent for sampling post-race.,3,1
2023-10-22,E328,HK_2020_E328,COMPULSORY,14,"Jumped awkwardly, shifted in and then shortly after the start was crowded for room.",4,1
2023-10-22,G126,HK_2021_G126,CASA LEGEND,3,From a wide barrier was shifted across behind runners in the early stages.,5,1
2023-10-22,D136,HK_2019_D136,APEX TOP,11,No report.,6,1
2023-10-22,G276,HK_2021_G276,MASTER OF LUCK,1,Bumped heavily at the start by MULTIWIN.  In the middle stages raced keenly.,7,1
2023-10-22,H053,HK_2022_H053,YOO YOO KNIGHT,9,Briefly held up passing the 400 Metres behind FIRE BALL.,8,1
2023-10-22,E156,HK_2020_E156,NOBLE BOYZ,13,No report.,9,1
2023-10-22,D087,HK_2019_D087,FIRE BALL,10,"After the race, M F Poon stated that his mount was obliged to race three wide with cover throughout the event, but when he felt that there was something amiss with FIRE BALL over the concluding stages, he did not ride it out to the finish of the event.  A veterinary inspection immediately following the race did not show any significant findings.  Before being allowed to race again, FIRE BALL will be subjected to an official veterinary examination.",10,1
2023-10-22,H023,HK_2022_H023,MULTIWIN,7,Jumped awkwardly and shifted out.  Then despite being ridden along in the early stages was unable to hold a more forward position.,11,1
2023-10-22,H209,HK_2022_H209,GOOD BOY,6,Passing the 1300 Metres raced tight to the inside of FIRE BALL which lay in despite the efforts of its rider and as a result GOOD BOY made contact with CURLING SPEED.  Raced wide and without cover for the majority of the event.  A veterinary inspection immediately following the race did not show any significant findings.,12,1
2023-10-22,H015,HK_2021_H015,CURLING SPEED,4,Jumped only fairly and then was crowded shortly after the start.  Bumped passing the 1300 Metres.  A veterinary inspection immediately following the race did not show any significant findings.,13,1
2023-10-22,E494,HK_2020_E494,CHARMING STEED,5,"After being placed into the barriers had its right front leg over the partition for a considerable period.  Was examined by the Veterinary Officer who said the horse was not suitable to race.  Acting on this advice, CHARMING STEED was withdrawn by order of the Stewards.  Before being allowed to race again, CHARMING STEED will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination.",WV-A,1
2023-10-25,H120,HK_2022_H120,PERFECT TEAM,11,"Jumped only fairly and was then crowded a short distance later.  The Stewards conducted an inquiry into the riding of Apprentice E C W Wong after he obtained a narrow run to the inside of BON’S A PEARLA near the 1000 Metres and then when he allowed his mount to improve to the inside of MALDIVES near the 750 Metres where there was insufficient room to do so, resulting in PERFECT TEAM having to be checked.  After taking evidence from Apprentice Wong, his allocated master, Mr C Fownes, and the Chief Riding Instructor, Mr F Coetzee, the Stewards advised Apprentice Wong that in respect of both incidents he had permitted his mount to improve where there was not sufficient room to do so and that in similar circumstances he would be expected to show far greater judgement than he did on this occasion.  He was further advised that whilst a narrow run had developed to the inside of FIERY DIAMOND soon after entering the Home Straight, once again he should have shown better judgement by not attempting to improve to the inside of that runner where, in the opinion of the Stewards, there was also doubtful room which resulted in PERFECT TEAM having to be shifted to the outside of FIERY DIAMOND near the 250 Metres to secure clear running.  Near the 150 Metres was taken out by FIERY DIAMOND when that runner shifted out under pressure.  Sent for sampling post-race.",1,6
2023-10-25,D144,HK_2019_D144,MAGIC SUPREME,4,Sent for sampling post-race.,1,5
2023-10-25,H126,HK_2022_H126,FAST BUCK,6,Sent for sampling post-race.,2,5
2023-10-25,D186,HK_2019_D186,STRIVE FOR GLORY,11,From the outside barrier was shifted across behind runners in the early stages.,3,5
2023-10-25,H011,HK_2021_H011,COOL BLUE,9,Approaching the 400 Metres was steadied when endeavouring to improve into a narrow run between FLYING DRAGON and PODIUM which lay out.  Lay out in the Home Straight.  Sent for sampling post-race.,4,5
2023-10-25,E144,HK_2020_E144,ACA POWER,10,Raced wide and without cover for the majority of the event.,5,5
2023-10-25,G020,HK_2021_G020,KILLER INSTINCT,8,Jumped only fairly.,6,5
2023-10-25,G264,HK_2021_G264,KING ECCELLENTE,3,No report.,7,5
2023-10-25,H386,HK_2022_H386,MR ALADDIN,7,Jumped only fairly.  Near the 350 Metres became unbalanced and shifted in when placed under pressure.,8,5
2023-10-25,C102,HK_2018_C102,EIGHT TRIGRAMS,12,Raced wide and without cover for the majority of the event.,9,5
2023-10-25,E360,HK_2020_E360,FLYING DRAGON,1,"When questioned, H Bentley stated that his mount hung out making the first turn and continued to do so throughout the middle stages.  He added that FLYING DRAGON failed to respond to his riding in the Home Straight and was most disappointing.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of FLYING DRAGON was considered unacceptable.  Before being allowed to race again, FLYING DRAGON will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",10,5
2023-10-25,E184,HK_2020_E184,MEGA BONUS,2,A veterinary inspection immediately following the race did not show any significant findings.,11,5
2023-10-25,H173,HK_2022_H173,PODIUM,5,"When questioned, A Badel stated that when positioned tight to the outside of FLYING DRAGON passing the 700 Metres, PODIUM hung out and as a result was checked when racing tight to the inside of ACA POWER.  He added, in his view, his mount may be better suited over a longer distance but is still somewhat immature.  A veterinary inspection immediately following the race did not show any significant findings.",12,5
2023-10-25,G022,HK_2021_G022,FIERY DIAMOND,2,Sent for sampling post-race.,2,6
2023-10-25,G317,HK_2021_G317,ADEFILL,3,Sent for sampling post-race.,3,6
2023-10-25,D329,HK_2019_D329,MALDIVES,7,No report.,4,6
2023-10-25,G433,HK_2021_G433,NORDIC STAR,14,"Jumped awkwardly.  Approaching the 700 Metres was steadied to avoid SEIZING THE MOMENT when that runner shifted in.  Approaching the 100 Metres shifted out abruptly, resulting in its rider, Z Purton, having to stop riding and correct his mount.",5,6
2023-10-25,E369,HK_2020_E369,VIVA HUNTER,6,Bumped at the start.,6,6
2023-10-25,D082,HK_2019_D082,SO WE JOY,8,No report.,7,6
2023-10-25,C037,HK_2018_C037,INVINCIBLE MISSILE,13,Slow to begin.  For some distance near the 500 Metres was held up behind BON’S A PEARLA when that runner commenced to give ground.  Then near the 400 Metres was again held up behind SEIZING THE MOMENT before shifting to that runner’s inside approaching the 300 Metres to secure clear running.,8,6
2023-10-25,E413,HK_2020_E413,YOU'REMYEVERYTHING,9,Bumped at the start and then from a wide barrier was shifted across behind runners in the early stages.  Approaching the 700 Metres shifted in and away from NORDIC STAR and was awkwardly placed behind INVINCIBLE MISSILE.  Was held up on the Home Turn.,9,6
2023-10-25,E444,HK_2020_E444,SEIZING THE MOMENT,4,No report.,10,6
2023-10-25,H123,HK_2022_H123,BEAUTY MISSILE,5,No report.,11,6
2023-10-25,G137,HK_2021_G137,BEAUTY CHAMP,10,"Raced wide throughout the early stages before being steadied near the 1100 Metres in an attempt to find cover, however, was obliged to continue to race wide and without cover from that point.  A veterinary inspection immediately following the race did not show any significant findings.",12,6
2023-10-25,E466,HK_2020_E466,CAPTAIN WIN,12,"After the race, A Atzeni stated that his mount may not have been entirely comfortable on the All Weather surface.  A veterinary inspection immediately following the race did not show any significant findings.  The performance was considered unacceptable.  Before being allowed to race again, CAPTAIN WIN will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",13,6
2023-10-25,G449,HK_2021_G449,BON'S A PEARLA,1,"Steadied near the 750 Metres after being bumped.  The performance of BON’S A PEARLA, which finished tailed out, was considered unacceptable.  Before being allowed to race again, BON’S A PEARLA will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.  A veterinary inspection immediately following the race which included an endoscopic examination showed a substantial amount of blood in the horse’s trachea.",14,6
2023-10-22,H366,HK_2022_H366,CHAMPION METHOD,2,Sent for sampling post-race.,1,3
2023-10-22,H412,HK_2022_H412,RUBYLOT,4,"Near the 900 Metres shifted out and away from ISLAND BRIGHT and became unbalanced.  The Stewards deferred the declaration of weighed-in as they were of the view that an incident had occurred inside the 100 Metres where CHAMPION INSTINCT had shifted in and made contact with RUBYLOT which cast doubt  as to whether RUBYLOT should  be declared the outright second placegetter.  Subsequently the Stewards, acting under the provisions of Rule 122, lodged a protest/objection on behalf of the connections of RUBYLOT alleging interference inside the 100 Metres.  After considering the evidence, including the patrol films, the Stewards found that near the 100 Metres CHAMPION INSTINCT shifted in and made contact with RUBYLOT on two occasions, taking RUBYLOT in and restricting L Hewitson’s ability to fully ride his mount out to the finish of the event.  As the Stewards were comfortably satisfied that had the interference not occurred RUBYLOT would have finished in outright second place, the protest/objection was sustained and the placings amended to read No. 2, CHAMPION METHOD, 1st; No. 4, RUBYLOT, 2nd; No. 12, CHAMPION INSTINCT, 3rd; and No. 7, MASSIVE TALENT, 4th.  L Hewitson was reminded of the provisions of Rule 117(5) that requires him to utilise all available measures to establish whether reasonable grounds exist to warrant the making of a protest/objection under these Rules and that he should avail himself of this opportunity in similar circumstances in future.  Sent for sampling post-race.",2,3
2023-10-22,H012,HK_2021_H012,CHAMPION INSTINCT,12,"Approaching the 100 Metres, A Badel’s whip was knocked from his grasp by the whip of L Hewitson.",3,3
2023-10-22,H282,HK_2022_H282,MASSIVE TALENT,7,From the outside barrier was shifted across behind runners in the early stages.,4,3
2023-10-22,G031,HK_2021_G031,MY INTELLIGENT,13,Was held up for clear running until passing the 350 Metres.  A veterinary inspection immediately following the race did not show any significant findings.,5,3
2023-10-22,H161,HK_2022_H161,ENDEARED,1,"When questioned regarding his riding, K Teetan stated that from a wide barrier, with the first two races being run inside standard in the early stages, he was instructed to ride his mount conservatively in the early stages.  He said as a result he was obliged to settle at the rear of the field to ensure his mount had cover.  When questioned if there was an opportunity to improve to the outside of SUPER CONTENTED from the 600 Metres, K Teetan stated that he was concerned that had he done so, SUPER CONTENTED would shift out and take his mount wider.  He said for this reason he elected to remain racing behind SUPER CONTENTED with a view to following WAR OF COURAGE into the race.  He said near the 500 Metres when SUPER CONTENTED shifted out slightly, he was obliged to steady away from the heels of that runner and as a result his mount lost momentum.  He added as a result of this incident WAR OF COURAGE was able to improve into the event where his mount was then left flat-footed.  He further stated that after being held up for clear running in the early part of the Home Straight, he then attempted to improve to the outside of WAR OF COURAGE near the 300 Metres, but was disappointed for this run when SUPER CONTENTED held its position to his outside.  He said as a consequence he was obliged to shift to the inside of WAR OF COURAGE where he secured clear running at the 200 Metres.  Trainer J Size confirmed the instructions issued and the reasons as to why such instructions were issued.  He stated that, in his opinion, K Teetan would have been better suited, having regard to the moderate early pace, by making a run to the outside sooner than what he did.  K Teetan agreed with the Stewards that he had made a slight error of judgement in not improving to the outside of SUPER CONTENTED from the 550 Metres.  He was advised that he should, wherever possible, ensure that he rides his mounts in such a manner so as to leave no room for query.",6,3
2023-10-22,H291,HK_2022_H291,HO HO STAR,8,No report.,7,3
2023-10-22,C483,HK_2018_C483,WAR OF COURAGE,3,From a wide barrier was shifted across behind runners in the early stages.  A veterinary inspection immediately following the race did not show any significant findings.,8,3
2023-10-22,H251,HK_2022_H251,SUPER CONTENTED,14,No report.,9,3
2023-10-22,H363,HK_2022_H363,ISLAND BRIGHT,6,No report.,10,3
2023-10-22,H145,HK_2022_H145,MULAN,11,Jumped awkwardly.,11,3
2023-10-22,H270,HK_2022_H270,JOY FOR YOU,9,Slow to begin.,12,3
2023-10-22,G464,HK_2021_G464,CALL ME MIGHTY,10,"H T Mo was fined the sum of $3,000 for initially failing to weigh in after the race.  Near the 900 Metres was steadied to avoid RUBYLOT.  Raced wide and without cover for the majority of the event.",13,3
2023-10-22,H326,HK_2022_H326,GANGNAM STAR,5,"Withdrawn prior to the race by order of the Stewards acting on veterinary advice (heart irregularity).  Before being allowed to race again, GANGNAM STAR will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination.",WV-A,3
2023-10-25,H246,HK_2022_H246,PACKING BOLE,11,Sent for sampling post-race.,1,8
2023-10-25,H141,HK_2022_H141,MAGNIAC,2,Sent for sampling post-race.,2,8
2023-10-25,H337,HK_2022_H337,SELF IMPROVEMENT,4,Sent for sampling post-race.,3,8
2023-10-25,E253,HK_2020_E253,SUPER WIN DRAGON,1,Bumped at the start.  Near the 700 Metres was steadied away from LOVERO.  Near the 300 Metres was hampered when taken wider by GALAXY PATCH which shifted out slightly.,4,8
2023-10-25,H399,HK_2022_H399,GALAXY PATCH,5,Jumped only fairly.,5,8
2023-10-25,E177,HK_2020_E177,EVERYONE'S VICTORY,9,"Whilst the Stewards were satisfied that the riding of H Bentley (EVERYONE’S VICTORY), 6th placegetter, over the concluding stages did not affect the horse’s finishing position, he was nonetheless reminded of his obligation to ensure that he fully rides his mounts out to the finish of the race.",6,8
2023-10-25,G252,HK_2021_G252,SHINING FORTUNE,12,A veterinary inspection immediately following the race did not show any significant findings.,7,8
2023-10-25,G407,HK_2021_G407,PULSAR STRIDER,3,"A veterinary inspection immediately following the race which included an endoscopic examination showed a substantial amount of blood in the horse’s trachea.  Before being allowed to race again, PULSAR STRIDER will be subjected to an official veterinary examination.",8,8
2023-10-25,H153,HK_2022_H153,EURO ROCKS,6,No report.,9,8
2023-10-25,E091,HK_2020_E091,VICTORY SCHOLARS,10,From the 800 Metres raced wide and without cover. Hung out in the middle stages when racing wide and without cover.,10,8
2023-10-25,H451,HK_2022_H451,LOVERO,7,"After the 700 Metres raced tight to the inside of EURO ROCKS which lay in at that point.  After the 550 Metres lay in as its rider, Apprentice Y L Chung, endeavoured to shift to the outside of EURO ROCKS.",11,8
2023-10-25,H393,HK_2022_H393,FAST VICTORY,8,"Fractious in the barriers, jumped awkwardly and lost ground.",12,8
2023-10-25,C517,HK_2018_C517,ALL FOR ST PAUL'S,12,Sent for sampling post-race.,1,7
2023-10-25,D270,HK_2019_D270,CHANCHENG PRINCE,2,Raced wide and without cover from after the 1000 Metres.  Sent for sampling post-race.,2,7
2023-10-25,G075,HK_2021_G075,RISE BRETHREN,11,Jumped only fairly.  Hampered and taken wider near the 350 Metres.,3,7
2023-10-25,E193,HK_2020_E193,ERIMO,8,No report.,4,7
2023-10-25,E120,HK_2020_E120,BERLIN TANGO,7,"Near the 350 Metres was hampered when taken wider by RISE BRETHREN which, after improving to the outside of YOUTHFUL DEAL (M Chadwick), was then taken out by YOUTHFUL DEAL when that runner shifted to the outside of TELECOM FIGHTERS to secure clear running.  M Chadwick was advised to exercise more care.<26/10/2023 Additional Veterinary Reports>The Veterinary Officer reported that BERLIN TANGO was lame in its right front leg on the morning after racing. Before being allowed to race again, BERLIN TANGO will be subjected to an official veterinary examination.",5,7
2023-10-25,D482,HK_2019_D482,TELECOM FIGHTERS,1,No report.,6,7
2023-10-25,D029,HK_2019_D029,EVERYONE'S DELIGHT,10,Bumped at the start.,7,7
2023-10-25,G340,HK_2021_G340,YOUTHFUL DEAL,5,"Slow to begin.  Was held up for clear running making the Home Turn.  From the 350 Metres was shifted to the outside of TELECOM FIGHTERS to endeavour to secure clear running, but had difficulty obtaining a clear run between the 350 Metres and the 150 Metres where YOUTHFUL DEAL was steadied when disappointed between RISE BRETHREN and TELECOM FIGHTERS which shifted out slightly.",8,7
2023-10-25,E430,HK_2020_E430,NEARLY FINE,13,From the outside barrier was shifted across behind runners in the early stages.,9,7
2023-10-25,G356,HK_2021_G356,SPIRITED EXPRESS,3,A veterinary inspection immediately following the race did not show any significant findings.,10,7
2023-10-25,D433,HK_2019_D433,APACHE PASS,4,From a wide barrier was shifted across behind runners in the early stages.,11,7
2023-10-25,D047,HK_2019_D047,TRUE LEGEND,6,A veterinary inspection immediately following the race did not show any significant findings.,12,7
2023-10-25,E462,HK_2020_E462,HANDSOME TWELVE,9,"Shortly after the start was crowded.  Passing the 1400 Metres was momentarily crowded between ERIMO which shifted out slightly and SPIRITED EXPRESS which shifted in.  After the race, Z Purton stated that when he had concerns with his mount’s action, he eased it down passing the 200 Metres.  A veterinary inspection immediately following the race found the horse to be lame in its left front leg.  Trainer T P Yung stated that HANDSOME TWELVE had pleased him leading into tonight’s event and had not displayed any recent issues of lameness in that leg.  The performance of HANDSOME TWELVE, which finished tailed out, was considered unacceptable.  Before being allowed to race again, HANDSOME TWELVE will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.  Sent for sampling post-race.<26/10/2023 Additional Veterinary Reports>HANDSOME TWELVE, which performed disappointingly, was examined by the Veterinary Officer who said at that time the horse was lame in its left front leg. HANDSOME TWELVE was again examined by the Veterinary Officer at the stables of Trainer T P Yung this morning. He said at this time he noted the horse to be swollen in the left front fetlock region. As previously advised, HANDSOME TWELVE will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination before being allowed to race again.",13,7
2023-10-29,E311,HK_2020_E311,HANG'S CHOICE,12,Sent for sampling post-race.,1,3
2023-10-29,G030,HK_2021_G030,UNITED ENDEAVORS,3,Sent for sampling post-race.,2,3
2023-10-29,H165,HK_2022_H165,TURIN MASCOT,4,From the 500 Metres until the 350 Metres was held up for clear running.  Sent for sampling post-race.,1,2
2023-10-29,E441,HK_2020_E441,MAJESTIC VICTORY,5,Sent for sampling post-race.,2,2
2023-10-29,C461,HK_2018_C461,NATURAL STORM,1,Jumped awkwardly.  At the 350 Metres was bumped and taken wider by MAJESTIC VICTORY which shifted out.,3,2
2023-10-29,H137,HK_2022_H137,PACKING HURRICANE,2,For a short distance near the 200 Metres raced tight between SUPER HONG KONG and NATURAL STORM which shifted out.,4,2
2023-10-29,E107,HK_2020_E107,CORDYCEPS ONE,1,No report.,3,3
2023-10-29,D281,HK_2019_D281,MILLENNIUM FALCON,4,Near the 1500 Metres was momentarily crowded by CORDYCEPS ONE which shifted in before being corrected by its rider.,4,3
2023-10-29,G129,HK_2021_G129,MEDIC ELITE,5,Approaching the 300 Metres was steadied away from EAGLE RUN as that horse commenced to give ground.  Passing the 200 Metres was steadied when disappointed for clear running between MILLENNIUM FALCON and UNITED ENDEAVORS (Apprentice Y L Chung) which shifted out and as a result was shifted to the inside of UNITED ENDEAVORS near the 150 Metres to secure clear running.  Apprentice Chung was advised to exercise more care.   Sent for sampling post-race.,5,3
2023-10-29,G477,HK_2021_G477,SMART BEAUTY,11,Bumped shortly after the start.,6,3
2023-10-29,H275,HK_2022_H275,BRAVE AND BOLD,2,Jumped awkwardly and then from a wide barrier was shifted across behind runners in the early stages.  After the 1500 Metres was steadied away from SHENZHOU TWELVE.,7,3
